OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00057,southcentralus-dc05-cap01,southcentralus-dc05,southcentralus,F64,Intel-standard,2025-09-17,Sev3,Unplanned reboot,12,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00443,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-09-17,Sev4,Node unresponsive,3,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00943,eastus-dc10-cap04,eastus-dc10,eastus,F4,AMD-highmem,2025-09-18,Sev3,Storage latency,5,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00565,canadacentral-dc10-cap03,canadacentral-dc10,canadacentral,F2,AMD-highmem,2025-09-18,Sev2,Network partition,142,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00720,eastus2-dc08-cap04,eastus2-dc08,eastus2,F4,AMD-highmem,2025-09-18,Sev3,Memory pressure,54,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00558,canadacentral-dc10-cap01,canadacentral-dc10,canadacentral,F128,AMD-highmem,2025-09-18,Sev4,Unplanned reboot,13,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00049,southcentralus-dc04-cap01,southcentralus-dc04,southcentralus,F32,Intel-standard,2025-09-18,Sev4,Storage latency,1,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00969,northeurope-dc09-cap02,northeurope-dc09,northeurope,F4,AMD-standard,2025-09-18,Sev3,Capacity throttling,53,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00534,canadacentral-dc07-cap02,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-09-18,Sev2,Storage latency,118,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00608,canadaeast-dc06-cap03,canadaeast-dc06,canadaeast,F16,AMD-highmem,2025-09-18,Sev2,Capacity throttling,33,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00114,southcentralus-dc10-cap04,southcentralus-dc10,southcentralus,F2,Intel-highmem,2025-09-18,Sev2,Network partition,121,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00809,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-09-19,Sev1,Memory pressure,372,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00814,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-09-19,Sev4,Network partition,7,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00385,northcentralus-dc07-cap01,northcentralus-dc07,northcentralus,F32,GPU-class,2025-09-19,Sev3,Unplanned reboot,56,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00146,centralindia-dc04-cap02,centralindia-dc04,centralindia,F16,Intel-highmem,2025-09-19,Sev2,Memory pressure,140,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00372,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2025-09-19,Sev3,Memory pressure,57,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00639,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-09-19,Sev3,Network partition,6,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00452,canadacentral-dc01-cap01,canadacentral-dc01,canadacentral,F128,AMD-highmem,2025-09-19,Sev3,Memory pressure,30,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00075,southcentralus-dc06-cap02,southcentralus-dc06,southcentralus,F16,Intel-highmem,2025-09-19,Sev3,Capacity throttling,51,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00729,eastus2-dc10-cap02,eastus2-dc10,eastus2,F16,AMD-standard,2025-09-19,Sev3,Storage latency,57,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00441,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-09-20,Sev2,Memory pressure,24,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00002,southcentralus-dc01-cap01,southcentralus-dc01,southcentralus,F64,Intel-highmem,2025-09-20,Sev4,Node unresponsive,6,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00121,centralindia-dc01-cap01,centralindia-dc01,centralindia,F16,Intel-standard,2025-09-20,Sev3,Memory pressure,25,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00150,centralindia-dc04-cap03,centralindia-dc04,centralindia,F4,Intel-highmem,2025-09-20,Sev3,Network partition,44,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00374,northcentralus-dc05-cap02,northcentralus-dc05,northcentralus,F32,GPU-class,2025-09-20,Sev1,Capacity throttling,244,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00932,eastus-dc08-cap01,eastus-dc08,eastus,F64,AMD-standard,2025-09-20,Sev4,Storage latency,4,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00789,uksouth-dc06-cap03,uksouth-dc06,uksouth,F32,AMD-highmem,2025-09-20,Sev3,Memory pressure,15,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00582,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-09-20,Sev2,Memory pressure,64,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00877,westus2-dc03-cap02,westus2-dc03,westus2,F8,AMD-standard,2025-09-20,Sev1,Memory pressure,384,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00069,southcentralus-dc06-cap01,southcentralus-dc06,southcentralus,F32,Intel-highmem,2025-09-20,Sev2,Node unresponsive,48,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00645,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-09-20,Sev4,Storage latency,6,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00261,westeurope-dc03-cap03,westeurope-dc03,westeurope,F2,GPU-class,2025-09-21,Sev3,Unplanned reboot,33,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00902,eastus-dc04-cap01,eastus-dc04,eastus,F8,AMD-highmem,2025-09-21,Sev3,Network partition,24,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00551,canadacentral-dc08-cap05,canadacentral-dc08,canadacentral,F2,AMD-highmem,2025-09-22,Sev4,Node unresponsive,7,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00520,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-09-22,Sev4,Network partition,13,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00771,uksouth-dc05-cap03,uksouth-dc05,uksouth,F8,AMD-highmem,2025-09-22,Sev3,Memory pressure,18,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00867,westus2-dc01-cap02,westus2-dc01,westus2,F8,AMD-standard,2025-09-22,Sev1,Network partition,172,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00968,northeurope-dc09-cap01,northeurope-dc09,northeurope,F8,AMD-standard,2025-09-22,Sev1,Node unresponsive,207,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00315,westeurope-dc10-cap05,westeurope-dc10,westeurope,F2,GPU-class,2025-09-22,Sev2,Unplanned reboot,53,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00816,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-09-22,Sev1,Storage latency,313,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00684,eastus2-dc03-cap03,eastus2-dc03,eastus2,F8,AMD-highmem,2025-09-22,Sev2,Capacity throttling,157,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00548,canadacentral-dc08-cap04,canadacentral-dc08,canadacentral,F4,AMD-highmem,2025-09-22,Sev2,Storage latency,97,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00549,canadacentral-dc08-cap04,canadacentral-dc08,canadacentral,F4,AMD-highmem,2025-09-22,Sev3,Unplanned reboot,57,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00389,northcentralus-dc08-cap01,northcentralus-dc08,northcentralus,F128,AMD-highmem,2025-09-22,Sev4,Unplanned reboot,14,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00295,westeurope-dc10-cap01,westeurope-dc10,westeurope,F128,GPU-class,2025-09-22,Sev4,Unplanned reboot,9,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00126,centralindia-dc02-cap01,centralindia-dc02,centralindia,F8,Intel-highmem,2025-09-23,Sev4,Storage latency,11,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00120,southcentralus-dc10-cap04,southcentralus-dc10,southcentralus,F2,Intel-highmem,2025-09-23,Sev3,Memory pressure,57,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00718,eastus2-dc08-cap03,eastus2-dc08,eastus2,F8,AMD-highmem,2025-09-23,Sev3,Network partition,48,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00124,centralindia-dc01-cap03,centralindia-dc01,centralindia,F2,Intel-standard,2025-09-23,Sev3,Node unresponsive,56,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00805,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-09-23,Sev4,Memory pressure,10,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00623,canadaeast-dc08-cap04,canadaeast-dc08,canadaeast,F2,AMD-highmem,2025-09-24,Sev2,Memory pressure,178,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00519,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-09-24,Sev2,Network partition,75,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00750,uksouth-dc02-cap03,uksouth-dc02,uksouth,F4,AMD-highmem,2025-09-24,Sev4,Node unresponsive,10,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00908,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2025-09-24,Sev4,Node unresponsive,12,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00058,southcentralus-dc05-cap01,southcentralus-dc05,southcentralus,F64,Intel-standard,2025-09-25,Sev4,Memory pressure,8,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00433,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-09-25,Sev3,Unplanned reboot,37,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00426,northcentralus-dc09-cap02,northcentralus-dc09,northcentralus,F64,GPU-class,2025-09-25,Sev2,Unplanned reboot,41,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
